SMILES,MHFP,first_class,second_class,type,num_id,chain_type,carbon_chain_length,ring_size,functional_group,CF2,CF3,CFX,cf_length,group_id
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](Cl)(Cl)Cl,[111397597 104111782  97181807 ...  57148411  43796935 151237944],Other PFASs,Si PFASs,4,1,straight,12,,Halogen,9,1,0,10,Other PFASs_Si PFASs_straight_12.0_Halogen_NA_CF2_9_CF3_1_CFX_0
COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[217845993 215423514 107816900 ...  88808901  43796935  98778836],PFAA precursors,PolyFEACs,2,2,branched,31,,Alcohol,6,2,1,9,PFAA precursors_PolyFEACs_branched_31.0_Alcohol_NA_CF2_6_CF3_2_CFX_1
FC(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,[   853465   9635651  12884121 ... 212683906  23638503  71007262],PFAA precursors,HFEs,2,3,straight,14,,Ether,5,5,4,14,PFAA precursors_HFEs_straight_14.0_Ether_NA_CF2_5_CF3_5_CFX_4
CCCC/C=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[178291359 104111782  97181807 ... 200578621  14046279  51400916],PFAA precursors,SFAenes,2,4,straight,14,,Double bond,7,1,0,8,PFAA precursors_SFAenes_straight_14.0_Unknown_NA_CF2_7_CF3_1_CFX_0
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,[250618452 215423514 107816900 ...  88808901  43796935  24985098],Other PFASs,Polyfluoroalkanes,4,5,branched,13,,Halogen,8,2,1,11,Other PFASs_Polyfluoroalkanes_branched_13.0_Halogen_NA_CF2_8_CF3_2_CFX_1
CN(C(=O)C(F)(F)C(F)(F)C(F)(F)F)C(=O)C(F)(F)C(F)(F)C(F)(F)F,[250618452   8492060   3627924 ... 194511214 281920279 151237944],Other PFASs,Amide derivatives,4,6,straight,9,,Amine,4,2,0,6,Other PFASs_Amide derivatives_straight_9.0_Amine_NA_CF2_4_CF3_2_CFX_0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=CI,[214631988 104111782  97181807 ... 330153186  14046279 151237944],PFAA precursors,PolyFAenes,2,7,straight,8,,Halogen,5,1,0,6,PFAA precursors_PolyFAenes_straight_8.0_Halogen_NA_CF2_5_CF3_1_CFX_0
O=C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ON1C(=O)CCC1=O,[250618452  80780619  97181807 ...   8587256 281920279 151237944],"Polyfluoroalkyl acids, cyclic","PolyFCA derivatives, cyclic",3,8,cyclic,,5,Ester,3,1,0,4,"Polyfluoroalkyl acids, cyclic_PolyFCA derivatives, cyclic_cyclic_NA_Ester_5.0_CF2_3_CF3_1_CFX_0"
O=CC(F)(F)C(F)(F)C(F)(F)C(F)F,[250618452 429712812 107816900 ... 286019159 240371511 151237944],Other PFASs,others,4,9,straight,5,,Aldehyde,4,0,0,4,Other PFASs_others_straight_5.0_Aldehyde_NA_CF2_4_CF3_0_CFX_0
CCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 38604113   1055672  97181807 ...  58849484  43796935 151237944],Other PFASs,Polyfluoroalkanes,4,10,straight,18,,Halogen,7,1,0,8,Other PFASs_Polyfluoroalkanes_straight_18.0_Halogen_NA_CF2_7_CF3_1_CFX_0
[N-]=[N+]=NCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[207361274  33988699  97181807 ...  16631887  43796935 151237944],Other PFASs,others,4,11,straight,11,,Amine,7,1,0,8,Other PFASs_others_straight_11.0_Amine_NA_CF2_7_CF3_1_CFX_0
O=C(O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,[ 58689828 196028059 144793530 ... 291378977 101296679  36136210],PFAAs,PFECAs,1,12,straight,6,,Carboxylic Acid,4,1,0,5,PFAAs_PFECAs_straight_6.0_Carboxylic Acid_NA_CF2_4_CF3_1_CFX_0
CN(C)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,[250618452 104111782  97181807 ... 252899431  37515159 107724166],Other PFASs,Aromatic PFASs,4,13,cyclic,,6,Amine,5,1,0,6,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_5_CF3_1_CFX_0
C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C,[ 19469312  85244370 107816900 ... 291378977 281920279  46460802],Polyfluoroalkyl acids,PolyFCA derivatives,3,14,straight,12,,Ester,4,0,0,4,Polyfluoroalkyl acids_PolyFCA derivatives_straight_12.0_Ester_NA_CF2_4_CF3_0_CFX_0
O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[101390333  15733760 107816900 ...  18403413  53184391  65634510],PFAA precursors,PACFs,2,15,branched,11,,O=C(F),7,2,2,11,PFAA precursors_PACFs_branched_11.0_Unknown_NA_CF2_7_CF3_2_CFX_2
OCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,[   853465   9635651  36163133 ... 291431448  23638503  71007262],PFAA precursors,PolyFEACs,2,16,straight,21,,Alcohol,7,7,6,20,PFAA precursors_PolyFEACs_straight_21.0_Alcohol_NA_CF2_7_CF3_7_CFX_6
FC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I)C(F)(F)F,[   853465 398765097  63064138 ...  53870161 101296679 151237944],Other PFASs,PFPEs,4,17,straight,9,,Ether,6,2,1,9,Other PFASs_PFPEs_straight_9.0_Ether_NA_CF2_6_CF3_2_CFX_1
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc(-c2ccc(Br)s2)s1,[115611454 104111782  26425151 ...  54774398 160972743  72180978],Other PFASs,Aromatic PFASs,4,18,cyclic,,5,Halogen,5,1,0,6,Other PFASs_Aromatic PFASs_cyclic_NA_Halogen_5.0_CF2_5_CF3_1_CFX_0
O=c1cc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)oc2ccccc12,[ 46692570  39139378  63689098 ...  69892559 107457159 107724166],Other PFASs,Aromatic PFASs,4,19,cyclic,,6,Aromatic,3,1,0,4,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_6.0_CF2_3_CF3_1_CFX_0
O=C(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1cccnc1,[250618452  15928446  78177578 ...  17799215  43796935 151237944],Other PFASs,Aromatic PFASs,4,20,cyclic,,6,Ester,7,1,0,8,Other PFASs_Aromatic PFASs_cyclic_NA_Ester_6.0_CF2_7_CF3_1_CFX_0
O=C(Nc1ccccc1I)C(F)(F)C(F)(F)C(F)(F)F,[ 42684322   8492060 107816900 ...  54552999 100272231 132511772],Other PFASs,Aromatic PFASs,4,21,cyclic,,6,Amine,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_2_CF3_1_CFX_0
O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[171249045  71278405  95504826 ... 171882282  43796935 130781908],PFAA precursors,n:2 fluorotelomer-based substances,2,22,straight,14,,Phosphate,11,1,0,12,PFAA precursors_n:2 fluorotelomer-based substances_straight_14.0_Phosphate_NA_CF2_11_CF3_1_CFX_0
O=[N+]([O-])OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ... 144813810 237958519  22248924],Other PFASs,others,4,23,straight,6,,Double bond,3,1,0,4,Other PFASs_others_straight_6.0_Unknown_NA_CF2_3_CF3_1_CFX_0
O=C(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[250618452 181809277 107816900 ...  88808901 168823863 151237944],PFAAs,PFCAs,1,24,branched,8,,Carboxylic Acid,2,3,2,7,PFAAs_PFCAs_branched_8.0_Carboxylic Acid_NA_CF2_2_CF3_3_CFX_2
CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 34574211  33988699  17313015 ... 133635739 138388023 151237944],PFAA precursors,PASF-based substances,2,25,straight,12,,Alcohol,7,1,0,8,PFAA precursors_PASF-based substances_straight_12.0_Alcohol_NA_CF2_7_CF3_1_CFX_0
O=C(O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,[   853465   9635651 107816900 ... 189837130  23638503  50610154],PFAAs,PFECAs,1,26,straight,9,,Carboxylic Acid,3,3,2,8,PFAAs_PFECAs_straight_9.0_Carboxylic Acid_NA_CF2_3_CF3_3_CFX_2
CCCS(=O)(=O)c1c(C(F)(C(F)(F)F)C(F)(F)F)ccc(C(=O)O)c1CC,[ 31840531  34348060  17313015 ... 112546150 336304663  11852866],Other PFASs,Aromatic PFASs,4,27,cyclic,,6,Carboxylic Acid,0,2,1,3,Other PFASs_Aromatic PFASs_cyclic_NA_Carboxylic Acid_6.0_CF2_0_CF3_2_CFX_1
O=C(Nc1ccc(Cl)c(Cl)c1)C(F)(F)C(F)(F)C(F)(F)F,[250618452   8492060 107816900 ...  25560912  98535143 151237944],Other PFASs,Aromatic PFASs,4,28,cyclic,,6,Amine,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_2_CF3_1_CFX_0
O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[171249045  71278405  95504826 ...  88808901  43796935 130781908],PFAA precursors,n:2 fluorotelomer-based substances,2,29,branched,15,,Phosphate,10,2,1,13,PFAA precursors_n:2 fluorotelomer-based substances_branched_15.0_Phosphate_NA_CF2_10_CF3_2_CFX_1
COc1ccc(C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F)cc1,[250618452 109049955  23369274 ...  16937123 124409255  75695922],Other PFASs,Aromatic PFASs,4,30,cyclic,,6,Ether,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Ether_6.0_CF2_2_CF3_1_CFX_0
OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  58849484  43796935 151237944],PFAA precursors,n:2 fluorotelomer-based substances,2,31,straight,15,,Alcohol,11,1,0,12,PFAA precursors_n:2 fluorotelomer-based substances_straight_15.0_Alcohol_NA_CF2_11_CF3_1_CFX_0
CN(CC(=O)O)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[175393702   8492060  12560177 ... 194511214 281920279 110011752],Other PFASs,Amide derivatives,4,32,straight,12,,Carboxylic Acid,7,1,0,8,Other PFASs_Amide derivatives_straight_12.0_Carboxylic Acid_NA_CF2_7_CF3_1_CFX_0
O=C(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1ccc(O)cc1,[ 35941647  12005311  78177578 ... 110403402  18477239  46460802],Other PFASs,Aromatic PFASs,4,33,cyclic,,6,Ester,6,1,0,7,Other PFASs_Aromatic PFASs_cyclic_NA_Ester_6.0_CF2_6_CF3_1_CFX_0
OC(CCl)(c1ccc(F)cc1F)C(F)(F)C(F)(F)C(F)(F)F,[111000236  23751931 107816900 ...  61049601 144535159  49220794],Other PFASs,Aromatic PFASs,4,34,cyclic,,6,Alcohol,2,1,2,5,Other PFASs_Aromatic PFASs_cyclic_NA_Alcohol_6.0_CF2_2_CF3_1_CFX_2
CCS(=O)(=O)N(CC(=O)O)C(F)(F)C(F)(F)F,[238259188  33988699  17313015 ...  83238084  31798551 110011752],Polyfluoroalkyl acids,PolyFCA derivatives,3,35,straight,6,,Carboxylic Acid,1,1,0,2,Polyfluoroalkyl acids_PolyFCA derivatives_straight_6.0_Carboxylic Acid_NA_CF2_1_CF3_1_CFX_0
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1NC(=O)c1cccc(NC(=O)c2ccc(F)cc2Cl)c1F,[ 40207599   2437394   8411880 ...  25560912  76679431 107766604],Other PFASs,Aromatic PFASs,4,36,cyclic,,6,Amine,0,2,3,5,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_0_CF3_2_CFX_3
FC1(F)OC(F)(F)C(F)(F)C1(F)F,[  67428694 1244047753  107816900 ...  363754111  101296679  151237944],"PFAA precursors, cyclic","HFEs, cyclic",2,37,cyclic,,5,Ether,4,0,0,4,"PFAA precursors, cyclic_HFEs, cyclic_cyclic_NA_Ether_5.0_CF2_4_CF3_0_CFX_0"
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc(-c2cccs2)s1,[115611454  71257929  26425151 ... 105635104  93768375 151237944],Other PFASs,Aromatic PFASs,4,38,cyclic,,5,Aromatic,5,1,0,6,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_5.0_CF2_5_CF3_1_CFX_0
CC1(C)OB(c2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)s2)OC1(C)C,[ 62303660 104111782  97181807 ...  15060634 160972743 107724166],Other PFASs,Aromatic PFASs,4,39,cyclic,,5,Aromatic,5,1,0,6,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_5.0_CF2_5_CF3_1_CFX_0
O=C(OOC(=O)C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,[148576640  29724983 232751249 ... 241114849 422801479 261466434],Polyfluoroalkyl acids,PolyFCA derivatives,3,40,branched,8,,Ester,0,4,2,6,Polyfluoroalkyl acids_PolyFCA derivatives_branched_8.0_Ester_NA_CF2_0_CF3_4_CFX_2
CC(=O)/N=S(\c1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  12465148 107816900 ... 141614473  22685495  29302852],Other PFASs,Aromatic PFASs,4,41,cyclic,,6,Amine,3,1,0,4,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_3_CF3_1_CFX_0
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ... 286019159 240371511 151237944],PFAA precursors,HFCs,2,42,straight,10,,None,9,1,0,10,PFAA precursors_HFCs_straight_10.0_Unknown_NA_CF2_9_CF3_1_CFX_0
O=C(N=NC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 41190720 104111782  47004287 ... 171882282  43796935 151237944],Polyfluoroalkyl acids,PolyFCA derivatives,3,43,straight,18,,Ester,10,2,0,12,Polyfluoroalkyl acids_PolyFCA derivatives_straight_18.0_Ester_NA_CF2_10_CF3_2_CFX_0
CCCC=CC(F)(F)C(F)(F)C(F)(F)F,[ 75568764   5065065 107816900 ... 297668813  14046279 151237944],PFAA precursors,SFAenes,2,44,straight,8,,Double bond,2,1,0,3,PFAA precursors_SFAenes_straight_8.0_Unknown_NA_CF2_2_CF3_1_CFX_0
O=C(Cl)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,[111000236 108406697 144793530 ... 139403392 101296679  70269816],Other PFASs,PFPEs,4,45,straight,5,,Ether,3,1,0,4,Other PFASs_PFPEs_straight_5.0_Ether_NA_CF2_3_CF3_1_CFX_0
OC1OCCCC1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 24605412  89731837  97181807 ... 210728443  38811175  75491352],"PFAA precursors, cyclic","PolyFEACs, cyclic",2,46,cyclic,,6,Alcohol,5,1,0,6,"PFAA precursors, cyclic_PolyFEACs, cyclic_cyclic_NA_Alcohol_6.0_CF2_5_CF3_1_CFX_0"
O=S(=O)(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)F,[250618452 107055568  17313015 ... 224462146 171866167 151237944],PFAAs,PFSA derivatives,1,47,straight,8,,Sulfonate Ester,8,0,0,8,PFAAs_PFSA derivatives_straight_8.0_Sulfonate Ester_NA_CF2_8_CF3_0_CFX_0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cc2ccccc2[nH]1,[  6233941  39139378  26425151 ... 215679073  63876583   5446964],Other PFASs,Aromatic PFASs,4,48,cyclic,,5,Aromatic,3,1,0,4,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_5.0_CF2_3_CF3_1_CFX_0
FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,[ 71840584 233894676 107816900 ... 581400340  23638503  36136210],Other PFASs,Perfluoroalkylethers,4,49,straight,5,,Ether,3,2,0,5,Other PFASs_Perfluoroalkylethers_straight_5.0_Ether_NA_CF2_3_CF3_2_CFX_0
O=S(=O)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  49018156  17313015 ... 171882282  43796935 151237944],PFAA precursors,Sulfonyl chloride,2,50,straight,11,,Halogen,8,1,0,9,PFAA precursors_Sulfonyl chloride_straight_11.0_Halogen_NA_CF2_8_CF3_1_CFX_0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)/C=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[216993070 104111782  97181807 ... 330153186  14046279 151237944],PFAA precursors,PolyFAenes,2,51,straight,14,,Double bond,10,2,0,12,PFAA precursors_PolyFAenes_straight_14.0_Unknown_NA_CF2_10_CF3_2_CFX_0
CCN(CC(=O)O)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452   8492060  12560177 ... 194511214 281920279 110011752],Other PFASs,Amide derivatives,4,52,straight,11,,Carboxylic Acid,5,1,0,6,Other PFASs_Amide derivatives_straight_11.0_Carboxylic Acid_NA_CF2_5_CF3_1_CFX_0
F/C(=C(\C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,[ 43491808 541103106 107816900 ...  65874932  94348247 115468828],PFAA precursors,PFAenes,2,53,branched,8,,Double bond,1,4,2,7,PFAA precursors_PFAenes_branched_8.0_Unknown_NA_CF2_1_CF3_4_CFX_2
C=C(CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312 104111782  18439196 ...  15279529  16565031  22160906],Polyfluoroalkyl acids,PolyFCA derivatives,3,54,branched,21,,Ester,10,2,0,12,Polyfluoroalkyl acids_PolyFCA derivatives_branched_21.0_Ester_NA_CF2_10_CF3_2_CFX_0
CCN(CCOP(=O)(OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 34574211  33988699  17313015 ... 136323818  55416695 151237944],PFAA precursors,PASF-based substances,2,55,straight,33,,Amine,18,3,0,21,PFAA precursors_PASF-based substances_straight_33.0_Amine_NA_CF2_18_CF3_3_CFX_0
O=C(OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  87855067 ...   8368225  99703927  64222056],PFAAs,PFCA-anhydrides,1,56,straight,14,,Ester,10,2,0,12,PFAAs_PFCA-anhydrides_straight_14.0_Ester_NA_CF2_10_CF3_2_CFX_0
O=C(O)C(F)(F)COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[192864003 377861323 107816900 ...  37687752 101296679 151237944],Polyfluoroalkyl acids,PolyFECAs,3,57,straight,7,,Carboxylic Acid,4,1,0,5,Polyfluoroalkyl acids_PolyFECAs_straight_7.0_Carboxylic Acid_NA_CF2_4_CF3_1_CFX_0
CCOC(=O)C(N)CC(F)(F)C(F)(F)C(F)(F)F,[ 19469312 192842905  14316170 ... 210960177 243907095    175516],Polyfluoroalkyl acids,PolyFCA derivatives,3,58,straight,8,,Ester,2,1,0,3,Polyfluoroalkyl acids_PolyFCA derivatives_straight_8.0_Ester_NA_CF2_2_CF3_1_CFX_0
O=C1c2c(F)c(F)c(F)c(F)c2C1(F)C(F)(C(F)(F)F)C(F)(F)F,[104151341   9817950 104885532 ... 131684571   9822471 169374042],Other PFASs,Aromatic PFASs,4,59,cyclic,,4,Aromatic,0,2,6,8,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_4.0_CF2_0_CF3_2_CFX_6
C=CC(=O)OCCN(C)S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312  33988699  17313015 ... 171882282  31798551  27743636],Polyfluoroalkyl acids,PolyFCA derivatives,3,60,straight,22,,Ester,13,1,0,14,Polyfluoroalkyl acids_PolyFCA derivatives_straight_22.0_Ester_NA_CF2_13_CF3_1_CFX_0
COC(=O)C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)OC,[ 21266600 104111782  97181807 ...  16631887  43796935 108474474],Polyfluoroalkyl acids,PolyFCA derivatives,3,61,branched,13,,Ester,5,1,0,6,Polyfluoroalkyl acids_PolyFCA derivatives_branched_13.0_Ester_NA_CF2_5_CF3_1_CFX_0
O=C(O)/C=C(/c1ccccc1)C(F)(F)C(F)(F)C(F)(F)F,[154622744  77620277 107816900 ... 156800544  51467815  29516144],Other PFASs,Aromatic PFASs,4,62,cyclic,,6,Carboxylic Acid,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Carboxylic Acid_6.0_CF2_2_CF3_1_CFX_0
COc1ccc2nccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c2c1,[250618452 107055568  17313015 ...  17799215 107222071  29302852],Other PFASs,Aromatic PFASs,4,63,cyclic,,6,Ether,3,1,0,4,Other PFASs_Aromatic PFASs_cyclic_NA_Ether_6.0_CF2_3_CF3_1_CFX_0
OCCOCCC(F)(F)F,[146941168  32511046 232751249 ... 313457457 269218407  98778836],PFAA precursors,PolyFEACs,2,64,straight,5,,Alcohol,0,1,0,1,PFAA precursors_PolyFEACs_straight_5.0_Alcohol_NA_CF2_0_CF3_1_CFX_0
CCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887 281920279 151237944],PFAA precursors,HFCs,2,65,straight,22,,None,3,1,0,4,PFAA precursors_HFCs_straight_22.0_Unknown_NA_CF2_3_CF3_1_CFX_0
O=P(O)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 90403826  71278405  42493806 ...  31057643 126736119 151237944],PFAAs,PFPIAs,1,66,straight,8,,Phosphate,6,2,0,8,PFAAs_PFPIAs_straight_8.0_Unknown_NA_CF2_6_CF3_2_CFX_0
O=C(O)C(F)(F)C(F)(F)C(F)(F)F,[250618452 541103106  87855067 ...  37687752 281920279 151237944],PFAAs,PFCAs,1,67,straight,4,,Carboxylic Acid,2,1,0,3,PFAAs_PFCAs_straight_4.0_Carboxylic Acid_NA_CF2_2_CF3_1_CFX_0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,[250618452  21086568  97181807 ...  88808901  68472071 151237944],Other PFASs,Perfluoroalkanes,4,68,branched,8,,None,4,3,1,8,Other PFASs_Perfluoroalkanes_branched_8.0_Unknown_NA_CF2_4_CF3_3_CFX_1
O=S(=O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  17313015 ...  25029786  43796935 151237944],Other PFASs,others,4,69,straight,8,,Sulfonic Acid,5,1,0,6,Other PFASs_others_straight_8.0_Sulfonic Acid_NA_CF2_5_CF3_1_CFX_0
CNCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  33988699  97181807 ...  16631887 166016711 130467758],Other PFASs,others,4,70,straight,11,,Amine,3,1,0,4,Other PFASs_others_straight_11.0_Amine_NA_CF2_3_CF3_1_CFX_0
FC(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,[ 90704825 372062702 107816900 ... 299509625 281920279 151237944],PFAA precursors,HFCs,2,71,straight,6,,None,3,2,1,6,PFAA precursors_HFCs_straight_6.0_Unknown_NA_CF2_3_CF3_2_CFX_1
C=CCOCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 35941647 104111782  97181807 ...   1095206 281920279  22166258],Other PFASs,others,4,72,straight,11,,Ether,6,1,0,7,Other PFASs_others_straight_11.0_Ether_NA_CF2_6_CF3_1_CFX_0
CC(C)(C)C(=O)/C(=N/Nc1ccc([N+](=O)[O-])cc1)C(=O)C(F)(F)C(F)(F)C(F)(F)F,[  7060930 102402892  40939220 ...  14713706  72176439  75695922],Other PFASs,Aromatic PFASs,4,73,cyclic,,6,Amine,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_2_CF3_1_CFX_0
O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)F)c1ccc(F)cc1,[250618452 111791931  23369274 ...  16937123 124409255  75695922],Other PFASs,Aromatic PFASs,4,74,cyclic,,6,Aromatic,2,1,1,4,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_6.0_CF2_2_CF3_1_CFX_1
