SMILES,MHFP,first_class,second_class,type,num_id,chain_type,carbon_chain_length,ring_size,functional_group,CF2,CF3,CFX,cf_length,group_id
FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,[156871382 101247092  20760171 ... 191610379 101296679 151237944],PFAA precursors,PolyFEAenes,2,3200,straight,7,,Ether,6,0,1,7,PFAA precursors_PolyFEAenes_straight_7.0_Ether_NA_CF2_6_CF3_0_CFX_1
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)/C=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[216993070 104111782  97181807 ... 330153186  14046279 151237944],PFAA precursors,PolyFAenes,2,3201,straight,14,,Double bond,10,2,0,12,PFAA precursors_PolyFAenes_straight_14.0_Unknown_NA_CF2_10_CF3_2_CFX_0
FC(=NC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  23369673  62348548 ...   5693850 281920279 151237944],Other PFASs,others,4,3202,straight,8,,Amine,5,2,1,8,Other PFASs_others_straight_8.0_Amine_NA_CF2_5_CF3_2_CFX_1
C=CC(=O)OCCN(C)S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312  33988699  17313015 ... 171882282  31798551  27743636],Polyfluoroalkyl acids,PolyFCA derivatives,3,3203,straight,20,,Ester,11,1,0,12,Polyfluoroalkyl acids_PolyFCA derivatives_straight_20.0_Ester_NA_CF2_11_CF3_1_CFX_0
O=C(Nc1ccccn1)C(F)(F)C(F)(F)C(F)(F)F,[250618452   8492060 107816900 ...  17799215 100272231 151237944],Other PFASs,Aromatic PFASs,4,3204,cyclic,,6,Amine,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_2_CF3_1_CFX_0
OC(C(F)(F)C(F)(F)C(F)(F)C(F)F)C(F)(C(F)(F)F)C(F)(F)F,[ 95360230 429712812 107816900 ... 286019159 240371511 151237944],PFAA precursors,PolyFACs,2,3205,branched,8,,Alcohol,4,2,1,7,PFAA precursors_PolyFACs_branched_8.0_Alcohol_NA_CF2_4_CF3_2_CFX_1
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)[Si]12OCCN(CCO1)CCO2,[250618452  33988699  97181807 ... 171882282  43796935 151237944],"Other PFASs, cyclic","Si PFASs, cyclic",4,3206,cyclic,,8,Amine,7,1,0,8,"Other PFASs, cyclic_Si PFASs, cyclic_cyclic_NA_Amine_8.0_CF2_7_CF3_1_CFX_0"
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,[235162622 215423514  63064138 ...  53870161  53184391 151237944],PFAA precursors,PFAIs,2,3207,branched,13,,Halogen,10,2,1,13,PFAA precursors_PFAIs_branched_13.0_Halogen_NA_CF2_10_CF3_2_CFX_1
CCCCCCCCCCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 38604113   1055672  97181807 ...  58849484  43796935 151237944],Other PFASs,Polyfluoroalkanes,4,3208,straight,28,,Halogen,9,1,0,10,Other PFASs_Polyfluoroalkanes_straight_28.0_Halogen_NA_CF2_9_CF3_1_CFX_0
O=C(c1ccc(Br)cc1)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,[   853465   9635651  84382633 ... 252538235  23638503  71007262],Other PFASs,Aromatic PFASs,4,3209,cyclic,,6,Ether,3,3,2,8,Other PFASs_Aromatic PFASs_cyclic_NA_Ether_6.0_CF2_3_CF3_3_CFX_2
O=C(NC1CCCCC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 39844693   8492060  97181807 ... 194511214 281920279 151237944],"Other PFASs, cyclic","Amide derivatives, cyclic",4,3210,cyclic,,6,Amine,7,1,0,8,"Other PFASs, cyclic_Amide derivatives, cyclic_cyclic_NA_Amine_6.0_CF2_7_CF3_1_CFX_0"
CCCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 87672194 245019154 107816900 ...  86620554 101296679 131239018],PFAA precursors,HFEs,2,3211,straight,7,,Ether,3,1,0,4,PFAA precursors_HFEs_straight_7.0_Ether_NA_CF2_3_CF3_1_CFX_0
C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312  85244370  97181807 ... 291378977 281920279  46460802],Polyfluoroalkyl acids,PolyFCA derivatives,3,3212,straight,13,,Ester,8,1,0,9,Polyfluoroalkyl acids_PolyFCA derivatives_straight_13.0_Ester_NA_CF2_8_CF3_1_CFX_0
Fc1ccc(C(F)(C(F)(F)F)C(F)(F)F)cc1,[343908383 267118603 232751249 ... 447871230 416718343 169374042],Other PFASs,Aromatic PFASs,4,3213,cyclic,,6,Aromatic,0,2,2,4,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_6.0_CF2_0_CF3_2_CFX_2
CC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  57671543 ...  16631887 124409255 151237944],PFAA precursors,PFAK derivatives,2,3214,straight,8,,ketone,3,1,0,4,PFAA precursors_PFAK derivatives_straight_8.0_Unknown_NA_CF2_3_CF3_1_CFX_0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ... 611624164 281920279 151237944],Other PFASs,Perfluoroalkanes,4,3215,straight,5,,None,3,2,0,5,Other PFASs_Perfluoroalkanes_straight_5.0_Unknown_NA_CF2_3_CF3_2_CFX_0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,[235162622 104111782  63064138 ...  53870161 281920279 151237944],PFAA precursors,PFAIs,2,3216,straight,20,,Halogen,19,1,0,20,PFAA precursors_PFAIs_straight_20.0_Halogen_NA_CF2_19_CF3_1_CFX_0
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)Cl,[111000236 278615587  87855067 ...  18657906 281920279 119039140],Polyfluoroalkyl acids,PolyFCAs,3,3217,branched,9,,Carboxylic Acid,6,1,1,8,Polyfluoroalkyl acids_PolyFCAs_branched_9.0_Carboxylic Acid_NA_CF2_6_CF3_1_CFX_1
CN(CCCCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  33988699  17313015 ...   1243262 138388023  10360726],PFAA precursors,PASF-based substances,2,3218,straight,12,,Alcohol,6,1,0,7,PFAA precursors_PASF-based substances_straight_12.0_Alcohol_NA_CF2_6_CF3_1_CFX_0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 38604113   1055672  97181807 ...  58849484  43796935 151237944],Other PFASs,Polyfluoroalkanes,4,3219,straight,24,,Halogen,14,2,0,16,Other PFASs_Polyfluoroalkanes_straight_24.0_Halogen_NA_CF2_14_CF3_2_CFX_0
Nc1ccc(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(N)c1,[ 61332433  79512453  97181807 ...  13850487  69311799 151237944],Other PFASs,Aromatic PFASs,4,3220,cyclic,,6,Ether,7,1,0,8,Other PFASs_Aromatic PFASs_cyclic_NA_Ether_6.0_CF2_7_CF3_1_CFX_0
C=CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[118684057  33988699  17313015 ... 136323818  90036311  45422808],PFAA precursors,PASF-based substances,2,3221,straight,8,,Amine,4,1,0,5,PFAA precursors_PASF-based substances_straight_8.0_Amine_NA_CF2_4_CF3_1_CFX_0
O=C(O)CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887 281920279 151237944],Polyfluoroalkyl acids,PolyFCAs,3,3222,straight,8,,Carboxylic Acid,3,1,0,4,Polyfluoroalkyl acids_PolyFCAs_straight_8.0_Carboxylic Acid_NA_CF2_3_CF3_1_CFX_0
NNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NN,[117015094   8492060 107816900 ...  53391439 281920279 151237944],Other PFASs,Amide derivatives,4,3223,straight,14,,Amine,12,0,0,12,Other PFASs_Amide derivatives_straight_14.0_Amine_NA_CF2_12_CF3_0_CFX_0
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1N1C(=O)c2cccc(I)c2C1=O,[ 91393791   9007240 232751249 ... 215679073 111393351 107766604],Other PFASs,Aromatic PFASs,4,3224,cyclic,,5,Amine,0,2,1,3,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_5.0_CF2_0_CF3_2_CFX_1
O=C(F)C(F)(OC(F)(F)C(F)(Oc1c(F)c(F)c(F)c(F)c1F)C(F)(F)F)C(F)(F)F,[  853465 30783190  2321880 ... 65408281 69108455 10033134],Other PFASs,Aromatic PFASs,4,3225,cyclic,,6,Ether,1,2,8,11,Other PFASs_Aromatic PFASs_cyclic_NA_Ether_6.0_CF2_1_CF3_2_CFX_8
O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ... 174789374 124409255 151237944],PFAA precursors,PFAK derivatives,2,3226,straight,11,,ketone,6,2,0,8,PFAA precursors_PFAK derivatives_straight_11.0_Unknown_NA_CF2_6_CF3_2_CFX_0
O=C(O)C(F)(F)OC(F)(F)F,[ 58689828 426532254 497127764 ... 291378977 101296679  70269816],PFAAs,PFECAs,1,3227,straight,3,,Carboxylic Acid,1,1,0,2,PFAAs_PFECAs_straight_3.0_Carboxylic Acid_NA_CF2_1_CF3_1_CFX_0
FC(F)(F)C(F)(CCI)C(F)(F)F,[294645469 722753583 232751249 ... 530466377 311315143  24985098],Other PFASs,Polyfluoroalkanes,4,3228,branched,5,,Halogen,0,2,1,3,Other PFASs_Polyfluoroalkanes_branched_5.0_Halogen_NA_CF2_0_CF3_2_CFX_1
FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)OC(F)(Cl)C(F)(F)Cl,[111000236 196028059 198471569 ...  34107840 101296679  48854094],Other PFASs,PFPEs,4,3229,straight,6,,Ether,4,1,1,6,Other PFASs_PFPEs_straight_6.0_Ether_NA_CF2_4_CF3_1_CFX_1
O=C(OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  87855067 ...   8368225  99703927  64222056],PFAAs,PFCA-anhydrides,1,3230,straight,16,,Ester,12,2,0,14,PFAAs_PFCA-anhydrides_straight_16.0_Ester_NA_CF2_12_CF3_2_CFX_0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCCCCCCCCCCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 38604113   1055672  97181807 ...  58849484  43796935 151237944],Other PFASs,Polyfluoroalkanes,4,3231,straight,46,,Halogen,22,2,0,24,Other PFASs_Polyfluoroalkanes_straight_46.0_Halogen_NA_CF2_22_CF3_2_CFX_0
FC(F)(F)C(F)(F)C(F)(F)c1ccc(Br)cc1,[250618452 227868861  84382633 ... 176223008 281920279 151237944],Other PFASs,Aromatic PFASs,4,3232,cyclic,,6,Halogen,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Halogen_6.0_CF2_2_CF3_1_CFX_0
O=C(NO)C(F)(F)C(F)(F)C(F)(F)F,[225702127   8492060  19506350 ... 194511214  70637815 151237944],Other PFASs,Amide derivatives,4,3233,straight,4,,Amine,2,1,0,3,Other PFASs_Amide derivatives_straight_4.0_Amine_NA_CF2_2_CF3_1_CFX_0
O=C(O)C(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,[ 79523974 411855570 107816900 ... 244759987  68472071  30295852],PFAAs,PFCAs,1,3234,branched,8,,Carboxylic Acid,2,3,2,7,PFAAs_PFCAs_branched_8.0_Carboxylic Acid_NA_CF2_2_CF3_3_CFX_2
CCCCCCCCCCC(CCCCCCCC)COC(=O)CC(O)(CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)OCC(CCCCCCCC)CCCCCCCCCC,[ 19469312 104111782  18439196 ...  13422388  43796935 151237944],Polyfluoroalkyl acids,PolyFCA derivatives,3,3235,branched,53,,Ester,4,1,0,5,Polyfluoroalkyl acids_PolyFCA derivatives_branched_53.0_Ester_NA_CF2_4_CF3_1_CFX_0
CCN(CCOCCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 34574211  32511046  17313015 ... 136323818 138388023  98778836],PFAA precursors,PASF-based substances,2,3236,straight,11,,Alcohol,4,1,0,5,PFAA precursors_PASF-based substances_straight_11.0_Alcohol_NA_CF2_4_CF3_1_CFX_0
COC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[192864003 196028059 107816900 ... 242954790 101296679  69201230],Polyfluoroalkyl acids,PolyFCA derivatives,3,3237,straight,9,,Ester,6,1,0,7,Polyfluoroalkyl acids_PolyFCA derivatives_straight_9.0_Ester_NA_CF2_6_CF3_1_CFX_0
FC(F)(Br)C(F)(F)C(F)(F)C(F)(F)Br,[187774998 379938482  33612732 ... 139832924  21348103 124993638],Other PFASs,Polyfluoroalkanes,4,3238,straight,4,,Halogen,4,0,0,4,Other PFASs_Polyfluoroalkanes_straight_4.0_Halogen_NA_CF2_4_CF3_0_CFX_0
COC(=O)C(F)(OC(F)(F)C(F)(F)F)C(F)(F)F,[   853465 233894676 232751249 ... 291378977 101296679  36136210],Polyfluoroalkyl acids,PolyFCA derivatives,3,3239,straight,6,,Ester,1,2,1,4,Polyfluoroalkyl acids_PolyFCA derivatives_straight_6.0_Ester_NA_CF2_1_CF3_2_CFX_1
FC(F)(F)C(F)(F)[C](C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,[305589770 170568821 232751249 ...  46918538  25459959 141506680],Other PFASs,others,4,3240,branched,9,,None,1,5,2,8,Other PFASs_others_branched_9.0_Unknown_NA_CF2_1_CF3_5_CFX_2
O=C(O)C1CCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC1,[250618452  58869667  97181807 ... 291378977 281920279 130071328],"Polyfluoroalkyl acids, cyclic","PolyFCAs, cyclic",3,3241,cyclic,,6,Carboxylic Acid,5,1,0,6,"Polyfluoroalkyl acids, cyclic_PolyFCAs, cyclic_cyclic_NA_Carboxylic Acid_6.0_CF2_5_CF3_1_CFX_0"
N#Cc1ccnc(C(F)(C(F)(F)F)C(F)(F)F)c1,[150354712 172307655 145399841 ...  17799215  99377687  91781296],Other PFASs,Aromatic PFASs,4,3242,cyclic,,6,Nitrile,0,2,1,3,Other PFASs_Aromatic PFASs_cyclic_NA_Nitrile_6.0_CF2_0_CF3_2_CFX_1
CCO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC)OCC,[117127740  20552307  14316170 ... 171882282  43796935 151237944],Other PFASs,Si PFASs,4,3243,straight,20,,Si,11,1,0,12,Other PFASs_Si PFASs_straight_20.0_Unknown_NA_CF2_11_CF3_1_CFX_0
O=C(/C(F)=C(/F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,[127223281  33999207 155709947 ...  65874932 105626007 201568010],PFAA precursors,PFAK derivatives,2,3244,branched,9,,ketone,0,4,4,8,PFAA precursors_PFAK derivatives_branched_9.0_Unknown_NA_CF2_0_CF3_4_CFX_4
CC(F)(F)C(F)(F)C(F)(F)F,[250618452  95416877 107816900 ... 177846928 281920279 151237944],PFAA precursors,HFCs,2,3245,straight,4,,None,2,1,0,3,PFAA precursors_HFCs_straight_4.0_Unknown_NA_CF2_2_CF3_1_CFX_0
FC(F)=CC(F)(C(F)(F)F)C(F)(F)F,[  1326539 467124833 161177566 ...  73265823  80526903 162767228],PFAA precursors,PolyFAenes,2,3246,branched,5,,Double bond,1,2,1,4,PFAA precursors_PolyFAenes_branched_5.0_Unknown_NA_CF2_1_CF3_2_CFX_1
CC(C)(C)OC(=O)NCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452   8834269  47004287 ...  58849484  52429719  40607062],Other PFASs,others,4,3247,branched,12,,Ester,3,1,0,4,Other PFASs_others_branched_12.0_Ester_NA_CF2_3_CF3_1_CFX_0
OCC(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,[   853465 104111782  97181807 ... 425465516 101296679 151237944],PFAA precursors,PolyFEACs,2,3248,straight,8,,Alcohol,4,2,1,7,PFAA precursors_PolyFEACs_straight_8.0_Alcohol_NA_CF2_4_CF3_2_CFX_1
NOCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944],Other PFASs,others,4,3249,straight,11,,None,7,1,0,8,Other PFASs_others_straight_11.0_Unknown_NA_CF2_7_CF3_1_CFX_0
FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,[250618452  58869667 107816900 ...  88808901 153496343 151237944],"Other PFASs, cyclic","Perfluoroalkanes, cyclic",4,3250,cyclic,,6,None,8,0,2,10,"Other PFASs, cyclic_Perfluoroalkanes, cyclic_cyclic_NA_Unknown_6.0_CF2_8_CF3_0_CFX_2"
CCCCOCCOCCOCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[217845993 104111782  97181807 ... 171882282  43796935  98778836],PFAA precursors,PolyFEACs,2,3251,straight,19,,Alcohol,7,1,0,8,PFAA precursors_PolyFEACs_straight_19.0_Alcohol_NA_CF2_7_CF3_1_CFX_0
CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)F,[250618452 245019154 107816900 ...  16631887 281920279 151237944],PFAA precursors,HFCs,2,3252,straight,15,,None,2,1,0,3,PFAA precursors_HFCs_straight_15.0_Unknown_NA_CF2_2_CF3_1_CFX_0
O=C(O)C1CCC(C(F)(F)C(F)(F)C(F)(F)F)CC1,[250618452  58869667 107816900 ... 291378977 281920279 130071328],"Polyfluoroalkyl acids, cyclic","PolyFCAs, cyclic",3,3253,cyclic,,6,Carboxylic Acid,2,1,0,3,"Polyfluoroalkyl acids, cyclic_PolyFCAs, cyclic_cyclic_NA_Carboxylic Acid_6.0_CF2_2_CF3_1_CFX_0"
FC(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,[   853465   9635651  12884121 ... 212683906  23638503  71007262],PFAA precursors,HFEs,2,3254,straight,8,,Ether,3,3,2,8,PFAA precursors_HFEs_straight_8.0_Ether_NA_CF2_3_CF3_3_CFX_2
FC(F)(F)OC(F)(CC1CO1)C(F)(F)F,[   853465 115150703 232751249 ...  67219091 211773031 145874996],"PFAA precursors, cyclic","HFEs, cyclic",2,3255,cyclic,,3,Ether,0,2,1,3,"PFAA precursors, cyclic_HFEs, cyclic_cyclic_NA_Ether_3.0_CF2_0_CF3_2_CFX_1"
C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)I,[104828107 680578323  63064138 ...  53870161  14046279 151237944],PFAA precursors,PolyFAenes,2,3256,straight,6,,Halogen,4,0,0,4,PFAA precursors_PolyFAenes_straight_6.0_Halogen_NA_CF2_4_CF3_0_CFX_0
CCCCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 38604113   1055672  97181807 ...  58849484  43796935 151237944],Other PFASs,Polyfluoroalkanes,4,3257,straight,18,,Halogen,5,1,0,6,Other PFASs_Polyfluoroalkanes_straight_18.0_Halogen_NA_CF2_5_CF3_1_CFX_0
FC(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 429712812 107816900 ... 286019159 115663319 151237944],PFAA precursors,HFCs,2,3258,straight,4,,None,3,1,0,4,PFAA precursors_HFCs_straight_4.0_Unknown_NA_CF2_3_CF3_1_CFX_0
NC(=O)C(F)(F)C(F)(F)C(F)(F)F,[    40021   8492060  32228994 ... 194511214 168362439 151237944],Other PFASs,Amide derivatives,4,3259,straight,4,,Amine,2,1,0,3,Other PFASs_Amide derivatives_straight_4.0_Amine_NA_CF2_2_CF3_1_CFX_0
OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[127781979 104111782  97181807 ...  16631887  43796935  10360726],PFAA precursors,PolyFACs,2,3260,straight,8,,Alcohol,4,1,0,5,PFAA precursors_PolyFACs_straight_8.0_Alcohol_NA_CF2_4_CF3_1_CFX_0
CCCCCCCCCCCCC(C(=O)O)[Si](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(CCCCCCCCCCCC)C(=O)O,[162130359 104111782  76924178 ... 102028312  28946039 151237944],Other PFASs,Si PFASs,4,3261,straight,35,,Carboxylic Acid,3,1,0,4,Other PFASs_Si PFASs_straight_35.0_Carboxylic Acid_NA_CF2_3_CF3_1_CFX_0
CCOC(=O)C(F)(C(F)(F)F)C(F)(F)F,[ 19469312  33365459  14316170 ... 291378977 283608423  31921958],Polyfluoroalkyl acids,PolyFCA derivatives,3,3262,branched,6,,Ester,0,2,1,3,Polyfluoroalkyl acids_PolyFCA derivatives_branched_6.0_Ester_NA_CF2_0_CF3_2_CFX_1
COc1cc(C=O)c([N+](=O)[O-])cc1OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[  7060930 104111782  97181807 ...  12165170  43796935 151237944],Other PFASs,Aromatic PFASs,4,3263,cyclic,,6,Aldehyde,7,1,0,8,Other PFASs_Aromatic PFASs_cyclic_NA_Aldehyde_6.0_CF2_7_CF3_1_CFX_0
CC(C)CCOC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,[   853465  90791381 107816900 ... 291378977  23638503  71007262],Polyfluoroalkyl acids,PolyFCA derivatives,3,3264,branched,11,,Ester,2,2,1,5,Polyfluoroalkyl acids_PolyFCA derivatives_branched_11.0_Ester_NA_CF2_2_CF3_2_CFX_1
O=c1[nH]c(=S)[nH]cc1C(F)(F)C(F)(F)C(F)(F)F,[250618452  32350815 107816900 ... 176223008  22781943  58123764],Other PFASs,Aromatic PFASs,4,3265,cyclic,,6,Aromatic,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_6.0_CF2_2_CF3_1_CFX_0
O=C(O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[250618452  21086568 107816900 ...  37687752  53184391 151237944],PFAAs,PFCAs,1,3266,branched,10,,Carboxylic Acid,4,3,2,9,PFAAs_PFCAs_branched_10.0_Carboxylic Acid_NA_CF2_4_CF3_3_CFX_2
Cc1ccc(S(=O)(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,[250618452  44409534  17313015 ...   4192194  43796935 151237944],Other PFASs,Aromatic PFASs,4,3267,cyclic,,6,Sulfonate Ester,7,1,0,8,Other PFASs_Aromatic PFASs_cyclic_NA_Sulfonate Ester_6.0_CF2_7_CF3_1_CFX_0
FC(F)(F)C(F)(F)C(F)(F)C#Cc1ccccc1,[109264537 312252844 107816900 ...  78481900  79753831  29516144],Other PFASs,Aromatic PFASs,4,3268,cyclic,,6,Aromatic,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_6.0_CF2_2_CF3_1_CFX_0
CCCCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[216993070   5065065  97181807 ... 200578621  14046279 151237944],PFAA precursors,SFAenes,2,3269,straight,18,,Double bond,3,1,0,4,PFAA precursors_SFAenes_straight_18.0_Unknown_NA_CF2_3_CF3_1_CFX_0
O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 38710845 104111782  97181807 ... 307714696 281920279 151237944],PFAA precursors,Acid chloride,2,3270,straight,9,,Halogen,7,1,0,8,PFAA precursors_Acid chloride_straight_9.0_Halogen_NA_CF2_7_CF3_1_CFX_0
FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)Br,[ 18855818 154310012 144793530 ... 108841768 101296679  70269816],Other PFASs,PFPEs,4,3271,straight,6,,Ether,5,1,0,6,Other PFASs_PFPEs_straight_6.0_Ether_NA_CF2_5_CF3_1_CFX_0
OC(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,[189466479 261468629  14325336 ... 264266058 268886391 261466434],PFAA precursors,PolyFACs,2,3272,branched,7,,Alcohol,0,4,2,6,PFAA precursors_PolyFACs_branched_7.0_Alcohol_NA_CF2_0_CF3_4_CFX_2
OC(c1ccc[nH]1)C(F)(F)C(F)(F)C(F)(F)F,[ 96897321  69132682 107816900 ... 166685054 153771735  22035920],Other PFASs,Aromatic PFASs,4,3273,cyclic,,5,Alcohol,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Alcohol_5.0_CF2_2_CF3_1_CFX_0
C=CC(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312  33988699  17313015 ... 136323818 138388023  81500836],PFAA precursors,PASF-based substances,2,3274,straight,12,,Ester,4,1,0,5,PFAA precursors_PASF-based substances_straight_12.0_Ester_NA_CF2_4_CF3_1_CFX_0
CCOC(=O)C(=[N+]=[N-])C(=O)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312 360095870  14316170 ... 291378977  13677911  75695922],Polyfluoroalkyl acids,PolyFCA derivatives,3,3275,straight,8,,Ester,2,1,0,3,Polyfluoroalkyl acids_PolyFCA derivatives_straight_8.0_Ester_NA_CF2_2_CF3_1_CFX_0
